clone_id,clone_size,clone_start_time,clone_end_time,clone_time_span,initial_cell_state,terminal_fate_entropy,terminal_lineage_entropy,clone_branch_count,clone_multilineage_score,clone_fate_diversification_index,clone_success_failure_split,clone_state_transition_entropy,early_to_late_fate_dispersion,terminal_sampling_depth,event_time_used,pre_event_cells,branch_window_condensation_exposure,global_centroid_condensation_exposure,same_lineage_centroid_condensation_exposure,alignment_exposure,fate_entropy_exposure,density_exposure,post_event_divergence_exposure,teacher_velocity_bias_exposure,two_phase_condensation_plus_entropy,two_phase_condensation_plus_divergence,uncertainty_plus_teacher_bias,local_alignment_exposure
1719,2,2.5,2.5,0.0,MPP,0.9999999999971146,0.9999999999971146,2,2,0.5,,0.9999999999971146,1.0,2,2.5,2,-1.1438048929459654,-1.276930255937157,-1.1346817268008376,0.9317194123732597,0.8448510766029358,1.493333819406339,2.277975521925815,0.8824546922730014,0.48274999999999996,0.389,0.673,0.9317194123732597
1734,2,2.5,2.5,0.0,Unk_1,0.0,0.0,1,1,0.0,,0.0,0.0,2,2.5,2,-0.4917461317494246,-1.3490535292735744,-0.7436596939180296,0.9760783729519167,0.7986918091773987,1.6436968134269023,0.9223571900941185,0.29438015748790314,0.6617500000000001,0.47825,0.515,0.9760783729519167
1736,6,5.0,5.0,0.0,Mast,0.0,0.0,1,1,0.0,,0.0,0.0,6,2.5,6,-1.3650996385884604,-2.77552385339949,-1.7653176693791908,0.0,1.0,0.77650516576586,2.77552385339949,0.0,0.5203333333333333,0.38483333333333336,0.5425,0.0
1755,2,2.5,2.5,0.0,Lym,0.0,0.0,1,1,0.0,,0.0,0.0,2,2.5,2,-0.7626160517466891,-2.2290204630677217,-1.1185207135225967,0.9786088952815923,0.7136248350143433,1.611998755520609,1.8548819559858032,0.028738634838900302,0.50525,0.4535,0.4115,0.9786088952815923
1765,2,2.5,2.5,0.0,MPP/GMP,0.9999999999971146,0.9999999999971146,2,2,0.5,,0.9999999999971146,1.0,2,2.5,2,-0.6240276319339522,-1.9920411969197906,-2.464950971412469,0.9681469274606276,0.8054936528205872,1.6222071333490102,3.2108478582514293,0.9522925986019578,0.6485,0.78025,0.6729999999999999,0.9681469274606276
1780,2,2.5,5.0,2.5,Unk_2,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2.5,2,-1.072415157130317,-1.8742816607213055,-1.4884398970337476,0.48375843293310916,0.905227392911911,1.0642672727036055,2.520235422377473,0.45935721238719573,0.6174999999999999,0.7295,0.6585000000000001,0.9675168658662183
1797,2,2.5,5.0,2.5,Ery/Meg,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2.5,2,-1.2259470599399842,-2.538231331189377,-1.3734795828722013,0.47603443266102236,0.8893445730209351,1.0773575141436826,2.7179383262812316,0.3418471053169635,0.5775,0.5505,0.539,0.9520688653220447
1844,2,2.5,5.0,2.5,MPP/GMP,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2.5,2,-0.8193872852153117,-1.9782474311937168,-1.9007583855883061,0.47048190370183146,0.8914347589015961,1.3183401485694035,2.363385429980972,0.4176285183962313,0.656,0.7275,0.5875,0.9409638074036629
1853,2,2.5,5.0,2.5,Ery/Meg,0.0,0.0,1,1,0.0,,0.0,0.0,1,2.5,2,-0.8845024441903935,-2.517308859364416,-1.066120363510962,0.4665142385470752,0.8645402491092682,1.1986127708879482,2.5278598066993365,0.37354351074297837,0.5285,0.5975,0.521,0.9330284770941504
1865,2,2.5,5.0,2.5,MEP,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2.5,2,-1.1041716924448504,-2.621993207641246,-1.3505793765512428,0.4186053567356506,0.920726865530014,0.9155306960518553,3.042751370199981,0.42271523818516804,0.5295,0.4645,0.6535,0.8372107134713012
1883,2,2.5,2.5,0.0,Ery/Meg,0.0,0.0,1,1,0.0,,0.0,0.0,2,2.5,2,-1.342561808058646,-2.75791629648672,-1.4985757450149069,0.8800789889056645,0.6016086041927338,0.8514222120378884,2.958715608893262,0.7290673764098663,0.18125000000000002,0.40800000000000003,0.43825000000000003,0.8800789889056645
1962,2,2.5,5.0,2.5,MEP,0.0,0.0,1,1,0.0,,0.9999999999971146,1.0,1,2.5,2,-0.988749159348887,-1.598893477404764,-1.9274096369801486,0.4498338392003401,0.9009381532669067,1.080192320415755,2.0872447489817416,0.4272574181819089,0.5705,0.61,0.617,0.8996676784006802
