source_lineage,target_lineage,mass,source_time,target_time
cluster_res3_17,cluster_res3_7,4.694396193372086e-05,7.0,10.0
cluster_res3_17,cluster_res3_8,0.0006230443832464516,7.0,10.0
cluster_res3_18,cluster_res3_0,0.003321234369650483,7.0,10.0
cluster_res3_18,cluster_res3_1,0.0015597615856677294,7.0,10.0
cluster_res3_18,cluster_res3_11,0.0012419192353263497,7.0,10.0
cluster_res3_18,cluster_res3_12,0.004149095620959997,7.0,10.0
cluster_res3_18,cluster_res3_14,0.009209135547280312,7.0,10.0
cluster_res3_18,cluster_res3_15,0.0018365818541496992,7.0,10.0
cluster_res3_18,cluster_res3_16,0.003852581139653921,7.0,10.0
cluster_res3_18,cluster_res3_18,1.0366374425530012e-08,7.0,10.0
cluster_res3_18,cluster_res3_19,0.0025450082030147314,7.0,10.0
cluster_res3_18,cluster_res3_20,0.013398510403931141,7.0,10.0
cluster_res3_18,cluster_res3_21,0.0016655463259667158,7.0,10.0
cluster_res3_18,cluster_res3_23,0.0008409126312471926,7.0,10.0
cluster_res3_18,cluster_res3_3,1.4515709153783973e-05,7.0,10.0
cluster_res3_18,cluster_res3_4,0.0006782373529858887,7.0,10.0
cluster_res3_18,cluster_res3_7,0.0013809653464704752,7.0,10.0
cluster_res3_18,cluster_res3_8,0.029305975884199142,7.0,10.0
cluster_res3_19,cluster_res3_0,0.004057752434164286,7.0,10.0
cluster_res3_19,cluster_res3_1,0.0003683065588120371,7.0,10.0
cluster_res3_19,cluster_res3_11,0.0012180913472548127,7.0,10.0
cluster_res3_19,cluster_res3_12,0.005768971983343363,7.0,10.0
cluster_res3_19,cluster_res3_14,0.0004534314794000238,7.0,10.0
cluster_res3_19,cluster_res3_15,0.0023244372569024563,7.0,10.0
cluster_res3_19,cluster_res3_16,0.000797378714196384,7.0,10.0
cluster_res3_19,cluster_res3_18,9.525527389087074e-08,7.0,10.0
cluster_res3_19,cluster_res3_19,0.020605310797691345,7.0,10.0
cluster_res3_19,cluster_res3_20,0.011069772765040398,7.0,10.0
cluster_res3_19,cluster_res3_21,0.00238545099273324,7.0,10.0
cluster_res3_19,cluster_res3_23,0.0006394819938577712,7.0,10.0
cluster_res3_19,cluster_res3_3,0.00012394035002216697,7.0,10.0
cluster_res3_19,cluster_res3_4,0.00022206790163181722,7.0,10.0
cluster_res3_19,cluster_res3_7,0.0007188043091446161,7.0,10.0
cluster_res3_19,cluster_res3_8,0.0242467001080513,7.0,10.0
cluster_res3_20,cluster_res3_0,7.535428449045867e-05,7.0,10.0
cluster_res3_20,cluster_res3_1,2.9093424018356018e-05,7.0,10.0
cluster_res3_20,cluster_res3_11,3.4139604395022616e-05,7.0,10.0
cluster_res3_20,cluster_res3_12,6.961406324990094e-05,7.0,10.0
cluster_res3_20,cluster_res3_14,3.963955168728717e-05,7.0,10.0
cluster_res3_20,cluster_res3_15,9.721625247038901e-05,7.0,10.0
cluster_res3_20,cluster_res3_16,9.338497329736128e-05,7.0,10.0
cluster_res3_20,cluster_res3_18,5.024097457506649e-11,7.0,10.0
cluster_res3_20,cluster_res3_19,6.125618529040366e-05,7.0,10.0
cluster_res3_20,cluster_res3_20,0.03980082646012306,7.0,10.0
cluster_res3_20,cluster_res3_21,0.0009373403154313564,7.0,10.0
cluster_res3_20,cluster_res3_23,4.327523856773041e-05,7.0,10.0
cluster_res3_20,cluster_res3_3,6.217609097802779e-06,7.0,10.0
cluster_res3_20,cluster_res3_4,1.9165709090884775e-05,7.0,10.0
cluster_res3_20,cluster_res3_7,4.5125405449653044e-05,7.0,10.0
cluster_res3_20,cluster_res3_8,0.00031502183992415667,7.0,10.0
cluster_res3_21,cluster_res3_0,9.390802802045073e-09,7.0,10.0
cluster_res3_21,cluster_res3_1,7.857745565331697e-09,7.0,10.0
cluster_res3_21,cluster_res3_11,6.248915607187655e-09,7.0,10.0
cluster_res3_21,cluster_res3_12,1.3358682160458102e-08,7.0,10.0
cluster_res3_21,cluster_res3_14,4.372638362504233e-10,7.0,10.0
cluster_res3_21,cluster_res3_15,1.0618058432498856e-08,7.0,10.0
cluster_res3_21,cluster_res3_16,6.944179009593654e-09,7.0,10.0
cluster_res3_21,cluster_res3_18,8.508119339264986e-13,7.0,10.0
cluster_res3_21,cluster_res3_19,6.027104149097795e-08,7.0,10.0
cluster_res3_21,cluster_res3_20,0.007746098563075066,7.0,10.0
cluster_res3_21,cluster_res3_21,0.0005870356690138578,7.0,10.0
cluster_res3_21,cluster_res3_23,2.9538924639638253e-09,7.0,10.0
cluster_res3_21,cluster_res3_3,2.710267010819223e-10,7.0,10.0
cluster_res3_21,cluster_res3_4,2.2425969067874085e-11,7.0,10.0
cluster_res3_21,cluster_res3_7,1.7416560638139345e-08,7.0,10.0
cluster_res3_21,cluster_res3_8,6.155055132239795e-08,7.0,10.0
cluster_res3_22,cluster_res3_0,0.003053520806133747,7.0,10.0
cluster_res3_22,cluster_res3_1,0.002384729217737913,7.0,10.0
cluster_res3_22,cluster_res3_11,0.0020948126912117004,7.0,10.0
cluster_res3_22,cluster_res3_12,0.009365690872073174,7.0,10.0
cluster_res3_22,cluster_res3_14,0.00018759482190944254,7.0,10.0
cluster_res3_22,cluster_res3_15,0.00561951519921422,7.0,10.0
cluster_res3_22,cluster_res3_16,0.0008121078717522323,7.0,10.0
cluster_res3_22,cluster_res3_18,5.211485586187337e-06,7.0,10.0
cluster_res3_22,cluster_res3_19,0.003813566640019417,7.0,10.0
cluster_res3_22,cluster_res3_20,0.01617516204714775,7.0,10.0
cluster_res3_22,cluster_res3_21,0.006010791286826134,7.0,10.0
cluster_res3_22,cluster_res3_23,0.0007711395155638456,7.0,10.0
cluster_res3_22,cluster_res3_3,0.0005262222839519382,7.0,10.0
cluster_res3_22,cluster_res3_4,0.0003713014884851873,7.0,10.0
cluster_res3_22,cluster_res3_7,0.0039514293894171715,7.0,10.0
cluster_res3_22,cluster_res3_8,0.011523878201842308,7.0,10.0
cluster_res3_23,cluster_res3_0,0.004530764184892178,7.0,10.0
cluster_res3_23,cluster_res3_1,0.0004662096034735441,7.0,10.0
cluster_res3_23,cluster_res3_11,0.0005666280630975962,7.0,10.0
cluster_res3_23,cluster_res3_12,0.001793494331650436,7.0,10.0
cluster_res3_23,cluster_res3_14,4.25559192080982e-05,7.0,10.0
cluster_res3_23,cluster_res3_15,0.0010907165706157684,7.0,10.0
cluster_res3_23,cluster_res3_16,0.0006956215365789831,7.0,10.0
cluster_res3_23,cluster_res3_18,3.7036551603364387e-10,7.0,10.0
cluster_res3_23,cluster_res3_19,0.0029548269230872393,7.0,10.0
cluster_res3_23,cluster_res3_20,0.012957878410816193,7.0,10.0
cluster_res3_23,cluster_res3_21,0.006114249117672443,7.0,10.0
cluster_res3_23,cluster_res3_23,0.009645839221775532,7.0,10.0
cluster_res3_23,cluster_res3_3,1.0914028280240018e-05,7.0,10.0
