tf,system_or_cell_type,system_process,ot_grn_evidence_score,n_system_specific_edges,sum_abs_system_weight,mean_abs_system_weight,max_abs_system_weight,n_positive_edges,n_negative_edges,top_system_targets,biological_process_proxy,grn_n_direct_targets,grn_mean_abs_weight,top_grn_targets,global_effect_score,developmental_delay_score,mean_temporal_sensitivity,peak_sensitivity_stage,peak_sensitivity,mutual_information,p_value,significant,mean_out_degree,mass_shift_mean
Eya1,erythroid progenitor cell,definitive erythroid differentiation,0.7566422273350041,12,1.0349474400281902,0.08624562000234919,0.0895126163959503,12,0,Elavl4(+0.090); Hoxd4(+0.089); Ets1(+0.088); Gata4(+0.087); Cpm(+0.087); Cyyr1(+0.087); Prdm6(+0.086); Stab1(+0.086),definitive erythroid differentiation; neural regionalization,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Eya1,primitive erythroid progenitor,primitive erythroid differentiation,0.7269631471516761,11,0.9335855990648265,0.08487141809680242,0.0864768177270889,11,0,Pcsk5(+0.086); Hnf1aos1(+0.086); Eya4(+0.085); Eng(+0.085); Galnt18(+0.085); Ism1(+0.085); 9130410C08Rik(+0.085); Mef2c(+0.085),primitive erythroid differentiation,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Lef1,erythroid progenitor cell,definitive erythroid differentiation,0.6438521468228774,11,0.9324619397521017,0.08476926725019106,0.087884172797203,11,0,Hoxd4(+0.088); Elavl4(+0.088); Ets1(+0.086); Gata4(+0.086); Ccbe1(+0.085); Cyyr1(+0.085); Stab1(+0.084); Cpm(+0.084),definitive erythroid differentiation; neural regionalization,10,0.13481620000000002,"Fgf15(activator,0.327); Asic2(activator,0.267); Sulf1(activator,0.101); Colec12(activator,0.100); Lrp2(activator,0.099); Parn(activator,0.093); Crabp1(activator,0.090); Spib(activator,0.090)",0.0168749690055847,0.00218011229299,0.00016182873741850287,Theiler stage 12,0.0002397117350483,0.0351342233096294,0.174,False,11.5,10696.433334350586
Prdm16,erythroid progenitor cell,definitive erythroid differentiation,0.6288764269786244,15,1.218014262616634,0.08120095084110893,0.0866904854774475,15,0,Aim1(+0.087); Phyhipl(+0.084); Igsf6(+0.083); Kcnip1(+0.083); Atp6v0a4(+0.083); Gm42906(+0.082); Etv1(+0.081); Prox1(+0.081),definitive erythroid differentiation,10,0.11481159999999999,"Rhbdl3(activator,0.139); Cadm2(activator,0.130); 9430076C15Rik(activator,0.126); Plcl1(activator,0.119); Mylk(repressor,0.111); Pcdh17(activator,0.107); Rorb(activator,0.106); Spon1(repressor,0.105)",0.011954647488892,0.0019283622968941,0.00010277086698803641,Theiler stage 12,0.0001556045172037,0.0284487725490222,0.388,False,11.625,9957.618392944336
Eya1,neural cell,neural patterning / neuronal differentiation,0.6105949905844773,8,0.536157831549644,0.0670197289437055,0.0766507685184478,3,5,Six3os1(-0.077); Bcl11b(-0.075); Foxn4(-0.070); Nkx2-1(-0.068); Gm26740(-0.066); Gm16188(+0.064); Foxo3(+0.062); Klf9(+0.055),neural patterning / neuronal differentiation; hematopoietic / erythroid regulation; metabolic or stress response,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Satb2,cardiac muscle cell,cardiac muscle differentiation,0.5973669378989759,11,0.7421573437750334,0.06746884943409394,0.0814090594649314,5,6,1700019B21Rik(-0.081); Trim30a(-0.081); Aim1(+0.081); B630019A10Rik(-0.073); Tspan11(+0.068); 1700007G11Rik(-0.065); Smoc1(+0.062); H2-T24(-0.061),cardiac muscle differentiation; neural adhesion and axon guidance; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Eya1,myoblast,myogenic commitment and skeletal muscle differentiation,0.586730716264896,7,0.4546550773084162,0.06495072532977374,0.0745344161987304,7,0,2310008N11Rik(+0.075); Mecom(+0.070); Barhl1(+0.068); 1700007G11Rik(+0.066); Wnt8b(+0.062); Acoxl(+0.058); Tbx20(+0.056),myogenic commitment and skeletal muscle differentiation; Wnt/FGF signaling; myogenic / mesoderm morphogenesis; metabolic or stress response,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Zbtb16,primitive erythroid progenitor,primitive erythroid differentiation,0.5826620727554638,16,1.2596699818968764,0.07872937386855478,0.082949474453926,16,0,Pax3(+0.083); Eya1(+0.083); Smoc1(+0.082); Gm42906(+0.081); Mef2c(+0.081); Slc44a5(+0.081); Hnf1aos1(+0.081); Prdm6(+0.079),primitive erythroid differentiation; neural regionalization; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.1201146,"Scube2(activator,0.148); Klk9(activator,0.130); Slit3(activator,0.124); Pappa(activator,0.121); Hoxd4(activator,0.118); Spon1(activator,0.117); Rnf220(activator,0.117); Trabd2b(activator,0.112)",0.0160443168133497,0.0026541005354374,,,,0.0282783685474151,0.396,False,9.125,25665.518112182617
Satb2,myotube,muscle fiber maturation,0.5821607406723761,10,0.6902241930365558,0.06902241930365557,0.0998028591275215,10,0,Ebf1(+0.100); Pde3a(+0.091); Gpc5(+0.082); Gata4(+0.073); Nr5a2(+0.066); Elavl4(+0.064); Fam189a1(+0.061); Cped1(+0.054),muscle fiber maturation; neural regionalization; metabolic or stress response,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Dach2,myoblast,myogenic commitment and skeletal muscle differentiation,0.5745403618063268,10,0.6042276583611961,0.06042276583611961,0.0705090537667274,10,0,St6galnac5(+0.071); Tbx18(+0.070); Gata2(+0.065); Wnt8b(+0.063); Cyyr1(+0.062); Lef1(+0.060); Lmx1b(+0.058); Satb1(+0.056),myogenic commitment and skeletal muscle differentiation; Wnt/FGF signaling; neural regionalization,10,0.1050761,"Pax3(activator,0.135); Rfx4(activator,0.128); Satb2(activator,0.108); Ntn1(activator,0.107); Pip5k1b(activator,0.099); Gm44905(activator,0.099); Hoxd4(activator,0.098); Casz1(activator,0.094)",0.0171716455370187,0.0028559644706547,0.00013989555463918125,Theiler stage 19,0.0001459881605114,0.0550714129332959,0.006,True,10.25,11747.649154663086
Lef1,primitive erythroid progenitor,primitive erythroid differentiation,0.5679471312813896,9,0.6732264086604113,0.07480293429560125,0.0840547457337379,9,0,Ano3(+0.084); F10(+0.079); Tcf7(+0.075); Myl7(+0.074); Myl2(+0.074); Cmtm8(+0.073); Sp6(+0.072); Lgr5(+0.072),primitive erythroid differentiation; Wnt/FGF signaling; myogenic / mesoderm morphogenesis; hematopoietic / erythroid regulation,10,0.13481620000000002,"Fgf15(activator,0.327); Asic2(activator,0.267); Sulf1(activator,0.101); Colec12(activator,0.100); Lrp2(activator,0.099); Parn(activator,0.093); Crabp1(activator,0.090); Spib(activator,0.090)",0.0168749690055847,0.00218011229299,0.00016182873741850287,Theiler stage 12,0.0002397117350483,0.0351342233096294,0.174,False,11.5,10696.433334350586
Eya1,myotube,muscle fiber maturation,0.5613573636275895,6,0.3679984249174592,0.061333070819576535,0.0673686191439628,6,0,Agmo(+0.067); Cped1(+0.064); Phyhipl(+0.062); Svep1(+0.060); Twist2(+0.059); A830018L16Rik(+0.055),muscle fiber maturation; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Satb2,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.559107211626845,8,0.6114903464913364,0.07643629331141705,0.0919907465577125,7,1,Vdr(+0.092); Myo1g(+0.082); Igf1(-0.082); Uap1l1(+0.078); Tyrobp(+0.071); Nfe2(+0.069); Nr3c2(+0.069); Gm26740(+0.067),hematopoietic progenitor maintenance and lineage choice,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Pax3,primitive erythroid progenitor,primitive erythroid differentiation,0.5512874069021517,11,0.7302470542490477,0.06638609584082251,0.0826500281691551,11,0,Zbtb16(+0.083); Slc44a5(+0.076); Eya4(+0.065); Eng(+0.065); Klf9(+0.065); Ism1(+0.065); Angpt1(+0.064); Galnt18(+0.062),primitive erythroid differentiation; neural regionalization; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.1359672,"Nrg1(activator,0.351); Lef1(activator,0.278); Dach2(activator,0.115); Veph1(repressor,0.092); Gm28175(repressor,0.090); Scml4(repressor,0.089); Rgcc(repressor,0.087); Fam46c(repressor,0.087)",0.0159425660967826,0.0035873651504516,,,,0.0451183692546634,0.032,True,13.125,7796.202456474304
Eya1,cardiac muscle cell,cardiac muscle differentiation,0.5423445654322312,5,0.3030647337436674,0.06061294674873348,0.0774792358279228,1,4,Rorc(-0.077); Npas2(-0.075); Gm12295(-0.061); Myl2(-0.047); Nppa(+0.042),cardiac muscle differentiation; myogenic / mesoderm morphogenesis,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Lef1,myoblast,myogenic commitment and skeletal muscle differentiation,0.5411115350288589,9,0.5815758109092708,0.06461953454547453,0.0755819156765937,9,0,Mecom(+0.076); Gata2(+0.069); Wnt8b(+0.067); Tbx20(+0.067); Barhl1(+0.066); Satb1(+0.064); Dach2(+0.061); 1700007G11Rik(+0.058),myogenic commitment and skeletal muscle differentiation; Wnt/FGF signaling; neural regionalization; myogenic / mesoderm morphogenesis,10,0.13481620000000002,"Fgf15(activator,0.327); Asic2(activator,0.267); Sulf1(activator,0.101); Colec12(activator,0.100); Lrp2(activator,0.099); Parn(activator,0.093); Crabp1(activator,0.090); Spib(activator,0.090)",0.0168749690055847,0.00218011229299,0.00016182873741850287,Theiler stage 12,0.0002397117350483,0.0351342233096294,0.174,False,11.5,10696.433334350586
Satb1,primitive erythroid progenitor,primitive erythroid differentiation,0.5396480333394269,12,0.8468174673616882,0.07056812228014069,0.091389499604702,12,0,Vwa3a(+0.091); Gata2(+0.085); Ano3(+0.081); Lgr5(+0.078); Ets1(+0.077); Prdm1(+0.076); Gna14(+0.073); Etv1(+0.072),primitive erythroid differentiation,10,0.0898065,"Lef1(activator,0.104); Cntn3(activator,0.097); Smpd3(activator,0.089); Parn(activator,0.089); Clec4a1(activator,0.089); Satb2(activator,0.088); Itga8(activator,0.087); Atp6v0a4(activator,0.086)",0.0173074267804622,0.0025597573257982,3.781366145842041e-05,Theiler stage 14,7.832341361790895e-05,0.0447578900494776,0.026,True,9.625,33709.73094177246
Satb2,neural cell,neural patterning / neuronal differentiation,0.535000768397565,7,0.5291605219244953,0.0755943602749279,0.1181188523769378,2,5,Rfx4(+0.118); Itk(-0.075); Fndc1(-0.074); Gm13986(+0.069); Gsg1l(-0.065); Slc1a3(-0.065); Col4a3(-0.063),neural patterning / neuronal differentiation; neural regionalization,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Eya4,erythroid progenitor cell,definitive erythroid differentiation,0.5347443522611315,8,0.6623591482639308,0.08279489353299135,0.0857772305607795,8,0,Ebf1(+0.086); St18(+0.086); Wt1(+0.084); Pax2(+0.083); Aplnr(+0.082); Tbx18(+0.082); Nr5a2(+0.081); Slc44a5(+0.080),definitive erythroid differentiation; neural regionalization,10,0.1055782,"Gm45009(activator,0.126); Mecom(activator,0.122); Casz1(activator,0.112); Rfx4(activator,0.108); Bmp6(activator,0.105); Dach2(activator,0.103); Glra1(activator,0.100); Arhgap6(activator,0.097)",0.0195053871721029,0.0025683373678475,,,,0.0550714129332962,0.006,True,10.25,69509.53227233887
Eya1,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.5340846045806628,4,0.2748548015952107,0.06871370039880267,0.112650379538536,4,0,Gna14(+0.113); C1qtnf7(+0.073); Dach2(+0.047); Nfe2(+0.043),hematopoietic progenitor maintenance and lineage choice; neural regionalization,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Dach2,primitive erythroid progenitor,primitive erythroid differentiation,0.5265973739965479,6,0.44048978388309457,0.07341496398051577,0.0861428678035736,6,0,Col23a1(+0.086); Zbtb16(+0.074); Myl7(+0.073); Pdgfd(+0.072); F10(+0.069); Tcf7(+0.066),primitive erythroid differentiation; Wnt/FGF signaling; neural regionalization,10,0.1050761,"Pax3(activator,0.135); Rfx4(activator,0.128); Satb2(activator,0.108); Ntn1(activator,0.107); Pip5k1b(activator,0.099); Gm44905(activator,0.099); Hoxd4(activator,0.098); Casz1(activator,0.094)",0.0171716455370187,0.0028559644706547,0.00013989555463918125,Theiler stage 19,0.0001459881605114,0.0550714129332959,0.006,True,10.25,11747.649154663086
Eya1,muscle precursor cell,mesoderm-to-muscle precursor specification,0.520648391952974,4,0.22896661236882188,0.05724165309220547,0.0698663368821144,4,0,Glis3(+0.070); Kcnip1(+0.062); Nr3c2(+0.056); Col23a1(+0.042),mesoderm-to-muscle precursor specification,10,0.08827310000000001,"Slc24a3(activator,0.097); Opcml(activator,0.097); Clstn2(activator,0.094); Cdh8(repressor,0.093); Il19(activator,0.089); Myo15b(activator,0.088); Stk33(repressor,0.083); Edil3(repressor,0.083)",0.016723396256566,0.0019017064478248,0.0002842319527189375,Theiler stage 25,0.0003200397768523,0.0425331380828705,0.038,True,12.75,8555.63938331604
Dach2,muscle precursor cell,mesoderm-to-muscle precursor specification,0.5186470433548518,5,0.41333732008934,0.082667464017868,0.0880771353840828,5,0,9130410C08Rik(+0.088); Ccbe1(+0.086); Tspan11(+0.082); Plcl1(+0.081); Lhfpl3(+0.076),mesoderm-to-muscle precursor specification,10,0.1050761,"Pax3(activator,0.135); Rfx4(activator,0.128); Satb2(activator,0.108); Ntn1(activator,0.107); Pip5k1b(activator,0.099); Gm44905(activator,0.099); Hoxd4(activator,0.098); Casz1(activator,0.094)",0.0171716455370187,0.0028559644706547,0.00013989555463918125,Theiler stage 19,0.0001459881605114,0.0550714129332959,0.006,True,10.25,11747.649154663086
Dach2,myotube,muscle fiber maturation,0.5164292576110897,7,0.40576300024986234,0.057966142892837476,0.0686806812882423,7,0,Lrp2(+0.069); Cyp2s1(+0.067); Tfap2b(+0.059); 1700047M11Rik(+0.055); Pax8(+0.053); Ism1(+0.051); Pax2(+0.051),muscle fiber maturation,10,0.1050761,"Pax3(activator,0.135); Rfx4(activator,0.128); Satb2(activator,0.108); Ntn1(activator,0.107); Pip5k1b(activator,0.099); Gm44905(activator,0.099); Hoxd4(activator,0.098); Casz1(activator,0.094)",0.0171716455370187,0.0028559644706547,0.00013989555463918125,Theiler stage 19,0.0001459881605114,0.0550714129332959,0.006,True,10.25,11747.649154663086
Dach2,neural cell,neural patterning / neuronal differentiation,0.5158593734048231,5,0.40381669625639904,0.0807633392512798,0.1176658421754837,1,4,Rfx4(+0.118); Gm42614(-0.086); Rorb(-0.073); Dlx1(-0.065); Col4a3(-0.061),neural patterning / neuronal differentiation; neural regionalization,10,0.1050761,"Pax3(activator,0.135); Rfx4(activator,0.128); Satb2(activator,0.108); Ntn1(activator,0.107); Pip5k1b(activator,0.099); Gm44905(activator,0.099); Hoxd4(activator,0.098); Casz1(activator,0.094)",0.0171716455370187,0.0028559644706547,0.00013989555463918125,Theiler stage 19,0.0001459881605114,0.0550714129332959,0.006,True,10.25,11747.649154663086
Dach2,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.5064113357981646,6,0.371549170464277,0.06192486174404616,0.0873414054512977,5,1,Myo1g(+0.087); Vdr(+0.071); Mpl(+0.063); Prdm16(+0.062); Igf1(-0.045); Eya1(+0.043),hematopoietic progenitor maintenance and lineage choice,10,0.1050761,"Pax3(activator,0.135); Rfx4(activator,0.128); Satb2(activator,0.108); Ntn1(activator,0.107); Pip5k1b(activator,0.099); Gm44905(activator,0.099); Hoxd4(activator,0.098); Casz1(activator,0.094)",0.0171716455370187,0.0028559644706547,0.00013989555463918125,Theiler stage 19,0.0001459881605114,0.0550714129332959,0.006,True,10.25,11747.649154663086
Prdm16,neural cell,neural patterning / neuronal differentiation,0.5025939953429478,9,0.7867266461253162,0.0874140717917018,0.124479666352272,3,6,Rhbdl3(+0.124); Plcl1(+0.111); Rorb(+0.091); Pax5(-0.091); Pou4f1(-0.086); Camk4(-0.081); Ism1(-0.075); Lmx1a(-0.066),neural patterning / neuronal differentiation,10,0.11481159999999999,"Rhbdl3(activator,0.139); Cadm2(activator,0.130); 9430076C15Rik(activator,0.126); Plcl1(activator,0.119); Mylk(repressor,0.111); Pcdh17(activator,0.107); Rorb(activator,0.106); Spon1(repressor,0.105)",0.011954647488892,0.0019283622968941,0.00010277086698803641,Theiler stage 12,0.0001556045172037,0.0284487725490222,0.388,False,11.625,9957.618392944336
Satb2,muscle precursor cell,mesoderm-to-muscle precursor specification,0.49862533908867857,6,0.40492889285087574,0.0674881488084793,0.071732111275196,6,0,Pdzrn4(+0.072); Col23a1(+0.070); A830018L16Rik(+0.069); Ets1(+0.066); Prox1(+0.065); Sparcl1(+0.063),mesoderm-to-muscle precursor specification,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Satb2,myoblast,myogenic commitment and skeletal muscle differentiation,0.4982242324814525,6,0.40355900861322863,0.06725983476887144,0.0797923579812049,6,0,Pax5(+0.080); Atp6v0a4(+0.077); Vwa3a(+0.073); Satb1(+0.071); Otx2(+0.071); Eya2(+0.031),myogenic commitment and skeletal muscle differentiation; neural regionalization,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Pax3,cardiac muscle cell,cardiac muscle differentiation,0.4974053704282686,7,0.546225771307945,0.07803225304399215,0.0844543427228927,7,0,Olfr1062(+0.084); Fam189a1(+0.079); Maf(+0.079); Myh11(+0.078); Epsti1(+0.078); Ccdc67(+0.076); Aplnr(+0.073),cardiac muscle differentiation,10,0.1359672,"Nrg1(activator,0.351); Lef1(activator,0.278); Dach2(activator,0.115); Veph1(repressor,0.092); Gm28175(repressor,0.090); Scml4(repressor,0.089); Rgcc(repressor,0.087); Fam46c(repressor,0.087)",0.0159425660967826,0.0035873651504516,,,,0.0451183692546634,0.032,True,13.125,7796.202456474304
Lef1,myotube,muscle fiber maturation,0.4964716672278197,7,0.4291189573705194,0.06130270819578849,0.0715193152427673,7,0,Ebf1(+0.072); Angpt1(+0.071); Cped1(+0.066); Rhbdl3(+0.064); Kcnq5(+0.059); A830018L16Rik(+0.057); Tbx18(+0.041),muscle fiber maturation; neural regionalization; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.13481620000000002,"Fgf15(activator,0.327); Asic2(activator,0.267); Sulf1(activator,0.101); Colec12(activator,0.100); Lrp2(activator,0.099); Parn(activator,0.093); Crabp1(activator,0.090); Spib(activator,0.090)",0.0168749690055847,0.00218011229299,0.00016182873741850287,Theiler stage 12,0.0002397117350483,0.0351342233096294,0.174,False,11.5,10696.433334350586
Eya4,myotube,muscle fiber maturation,0.4888611162065332,7,0.5056558661162849,0.07223655230232641,0.0984288677573204,4,3,Plcl1(+0.098); Pdzrn4(+0.086); Maf(+0.071); Myl7(-0.069); Camk4(-0.063); Lhfpl3(-0.062); Gm14858(+0.056),muscle fiber maturation,10,0.1055782,"Gm45009(activator,0.126); Mecom(activator,0.122); Casz1(activator,0.112); Rfx4(activator,0.108); Bmp6(activator,0.105); Dach2(activator,0.103); Glra1(activator,0.100); Arhgap6(activator,0.097)",0.0195053871721029,0.0025683373678475,,,,0.0550714129332962,0.006,True,10.25,69509.53227233887
Satb2,primitive erythroid progenitor,primitive erythroid differentiation,0.4835794021270141,4,0.3535430729389189,0.08838576823472973,0.0888828262686729,4,0,Hnf1aos1(+0.089); Rorb(+0.088); Adam12(+0.088); Chst9(+0.088),primitive erythroid differentiation; myogenic / mesoderm morphogenesis; ECM and tissue morphogenesis,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Satb2,erythroid progenitor cell,definitive erythroid differentiation,0.4766067394917064,5,0.32972960174083693,0.06594592034816739,0.0672832503914833,5,0,Runx3(+0.067); Gm14858(+0.067); Glis3(+0.066); Trpc5(+0.065); Agmo(+0.064),definitive erythroid differentiation,10,0.0895955,"Rfx4(activator,0.111); Dach2(activator,0.103); Ntn1(activator,0.092); Arhgef37(repressor,0.086); Chl1(repressor,0.085); Pld5(activator,0.084); Slc1a3(repressor,0.084); H2-K1(activator,0.084)",0.0280801113694906,0.0039700246416032,0.0001543990080108112,Theiler stage 23,0.0002020103129325,0.0308701394129292,0.3,False,9.5,1343450.046127319
Eya4,muscle precursor cell,mesoderm-to-muscle precursor specification,0.4718933420920148,6,0.447706468403339,0.07461774473388984,0.0960354954004287,5,1,9430076C15Rik(+0.096); Pdgfd(+0.077); Bcl11b(+0.077); Cpm(+0.076); Prdm16(+0.070); Lef1(-0.053),mesoderm-to-muscle precursor specification; Wnt/FGF signaling,10,0.1055782,"Gm45009(activator,0.126); Mecom(activator,0.122); Casz1(activator,0.112); Rfx4(activator,0.108); Bmp6(activator,0.105); Dach2(activator,0.103); Glra1(activator,0.100); Arhgap6(activator,0.097)",0.0195053871721029,0.0025683373678475,,,,0.0550714129332962,0.006,True,10.25,69509.53227233887
Eya4,cardiac muscle cell,cardiac muscle differentiation,0.4619453532804972,6,0.41373147815465905,0.06895524635910984,0.0852749571204185,6,0,Isl1(+0.085); Ccbe1(+0.076); Gsg1l(+0.072); Otx2(+0.070); Kcnip1(+0.070); Spon1(+0.040),cardiac muscle differentiation; neural regionalization,10,0.1055782,"Gm45009(activator,0.126); Mecom(activator,0.122); Casz1(activator,0.112); Rfx4(activator,0.108); Bmp6(activator,0.105); Dach2(activator,0.103); Glra1(activator,0.100); Arhgap6(activator,0.097)",0.0195053871721029,0.0025683373678475,,,,0.0550714129332962,0.006,True,10.25,69509.53227233887
Lef1,hematopoietic stem cell,hematopoietic progenitor maintenance and lineage choice,0.4606691392150551,4,0.3068439364433288,0.0767109841108322,0.079386368393898,4,0,Pcsk5(+0.079); Skap1(+0.078); Pde10a(+0.076); Gpld1(+0.074),hematopoietic progenitor maintenance and lineage choice,10,0.13481620000000002,"Fgf15(activator,0.327); Asic2(activator,0.267); Sulf1(activator,0.101); Colec12(activator,0.100); Lrp2(activator,0.099); Parn(activator,0.093); Crabp1(activator,0.090); Spib(activator,0.090)",0.0168749690055847,0.00218011229299,0.00016182873741850287,Theiler stage 12,0.0002397117350483,0.0351342233096294,0.174,False,11.5,10696.433334350586
Prdm16,cardiac muscle cell,cardiac muscle differentiation,0.45746150963245696,7,0.632587373256683,0.09036962475095471,0.1184504479169845,3,4,Myl2(+0.118); Npas2(+0.100); Myl7(-0.096); Rorc(+0.086); Slc1a3(-0.083); Slc44a5(-0.076); Prdm6(-0.075),cardiac muscle differentiation; myogenic / mesoderm morphogenesis,10,0.11481159999999999,"Rhbdl3(activator,0.139); Cadm2(activator,0.130); 9430076C15Rik(activator,0.126); Plcl1(activator,0.119); Mylk(repressor,0.111); Pcdh17(activator,0.107); Rorb(activator,0.106); Spon1(repressor,0.105)",0.011954647488892,0.0019283622968941,0.00010277086698803641,Theiler stage 12,0.0001556045172037,0.0284487725490222,0.388,False,11.625,9957.618392944336
