source_lineage,target_lineage,mass,source_time,target_time
ExE ectoderm,Spinal cord,8.714114665053785e-05,8.0,8.25
ExE ectoderm,Stripped,0.0001320491574006155,8.0,8.25
ExE ectoderm,Surface ectoderm,0.000126094208098948,8.0,8.25
ExE endoderm,Allantois,0.000676613999530673,8.0,8.25
ExE endoderm,Blood progenitors 1,0.0002706277300603688,8.0,8.25
ExE endoderm,Blood progenitors 2,0.007037476170808077,8.0,8.25
ExE endoderm,Cardiomyocytes,0.00019534764578565955,8.0,8.25
ExE endoderm,Caudal Mesoderm,0.00027566711651161313,8.0,8.25
ExE endoderm,Caudal epiblast,8.726246051082853e-06,8.0,8.25
ExE endoderm,Caudal neurectoderm,0.0003058532311115414,8.0,8.25
ExE endoderm,Def. endoderm,0.0003150822303723544,8.0,8.25
ExE endoderm,Endothelium,0.00010463247599545866,8.0,8.25
ExE endoderm,Erythroid1,0.0001353340776404366,8.0,8.25
ExE endoderm,Erythroid2,0.00023853844322729856,8.0,8.25
ExE endoderm,Erythroid3,0.00017967060557566583,8.0,8.25
ExE endoderm,ExE ectoderm,0.0021614241413772106,8.0,8.25
ExE endoderm,ExE mesoderm,0.000509928329847753,8.0,8.25
ExE endoderm,Forebrain/Midbrain/Hindbrain,0.00030240602791309357,8.0,8.25
ExE endoderm,Gut,0.0003093291015829891,8.0,8.25
ExE endoderm,Haematoendothelial progenitors,7.736455154372379e-05,8.0,8.25
ExE endoderm,Intermediate mesoderm,0.0005386586999520659,8.0,8.25
ExE endoderm,Mesenchyme,0.00039792718598619103,8.0,8.25
ExE endoderm,NMP,0.00028192068566568196,8.0,8.25
ExE endoderm,Neural crest,2.321251122339163e-05,8.0,8.25
ExE endoderm,PGC,6.556182796657595e-08,8.0,8.25
ExE endoderm,Paraxial mesoderm,0.0003327978774905205,8.0,8.25
ExE endoderm,Pharyngeal mesoderm,0.0002902238047681749,8.0,8.25
ExE endoderm,Rostral neurectoderm,0.0003982546040788293,8.0,8.25
ExE endoderm,Somitic mesoderm,0.0002899116661865264,8.0,8.25
ExE endoderm,Spinal cord,0.00038964388659223914,8.0,8.25
ExE endoderm,Stripped,0.00045349664287641644,8.0,8.25
ExE endoderm,Surface ectoderm,0.0001665174204390496,8.0,8.25
ExE mesoderm,Allantois,0.0009727172437123954,8.0,8.25
ExE mesoderm,Blood progenitors 1,0.00042161482269875705,8.0,8.25
ExE mesoderm,Blood progenitors 2,2.3408354536513798e-05,8.0,8.25
ExE mesoderm,Cardiomyocytes,0.0010549327125772834,8.0,8.25
ExE mesoderm,Caudal Mesoderm,0.001531435875222087,8.0,8.25
ExE mesoderm,Caudal epiblast,2.9182923753978685e-05,8.0,8.25
ExE mesoderm,Caudal neurectoderm,4.5258173486217856e-05,8.0,8.25
ExE mesoderm,Def. endoderm,0.00033184309722855687,8.0,8.25
ExE mesoderm,Endothelium,0.0005124284070916474,8.0,8.25
ExE mesoderm,Erythroid1,0.00022694213839713484,8.0,8.25
ExE mesoderm,Erythroid2,0.001044581294991076,8.0,8.25
ExE mesoderm,Erythroid3,0.0005689512472599745,8.0,8.25
ExE mesoderm,ExE ectoderm,6.450769433286041e-05,8.0,8.25
ExE mesoderm,ExE mesoderm,0.0007945407414808869,8.0,8.25
ExE mesoderm,Forebrain/Midbrain/Hindbrain,0.0014801642391830683,8.0,8.25
ExE mesoderm,Gut,0.000767952180467546,8.0,8.25
ExE mesoderm,Haematoendothelial progenitors,0.0010824002092704177,8.0,8.25
ExE mesoderm,Intermediate mesoderm,0.002850318793207407,8.0,8.25
ExE mesoderm,Mesenchyme,0.00013506361574400216,8.0,8.25
ExE mesoderm,NMP,0.0012479425640776753,8.0,8.25
ExE mesoderm,Neural crest,8.909290772862732e-05,8.0,8.25
ExE mesoderm,PGC,0.003889869200065732,8.0,8.25
ExE mesoderm,Paraxial mesoderm,0.0008415645570494235,8.0,8.25
ExE mesoderm,Pharyngeal mesoderm,0.0008078337414190173,8.0,8.25
ExE mesoderm,Rostral neurectoderm,0.0009377357782796025,8.0,8.25
ExE mesoderm,Somitic mesoderm,0.0006669510621577501,8.0,8.25
ExE mesoderm,Spinal cord,0.0005519926198758185,8.0,8.25
ExE mesoderm,Stripped,0.0014384471578523517,8.0,8.25
ExE mesoderm,Surface ectoderm,0.000590331619605422,8.0,8.25
Gut,Allantois,0.0017471027094870806,8.0,8.25
Gut,Blood progenitors 1,0.00020246097119525075,8.0,8.25
Gut,Blood progenitors 2,0.00010199748066952452,8.0,8.25
Gut,Cardiomyocytes,0.0023164618760347366,8.0,8.25
Gut,Caudal Mesoderm,0.004323385190218687,8.0,8.25
Gut,Caudal epiblast,7.906452083261684e-05,8.0,8.25
Gut,Caudal neurectoderm,0.0005479390965774655,8.0,8.25
Gut,Def. endoderm,0.0021737890783697367,8.0,8.25
Gut,Endothelium,0.0009062665631063282,8.0,8.25
Gut,Erythroid1,0.0005838309298269451,8.0,8.25
Gut,Erythroid2,0.0020242624450474977,8.0,8.25
Gut,Erythroid3,0.0016602978575974703,8.0,8.25
Gut,ExE ectoderm,0.0006785554578527808,8.0,8.25
Gut,ExE mesoderm,0.0009966088691726327,8.0,8.25
