clone_id,clone_size,n_time_points,start_time,end_time,n_lineages
NA*159*NA,1,1,9.0,9.0,1
NA*161*NA,4,3,6.0,15.0,1
NA*164*NA,3,2,12.0,15.0,1
NA*168*NA,1,1,28.0,28.0,1
NA*173*NA,5,4,6.0,15.0,1
NA*179*NA,2,2,6.0,9.0,1
NA*183*NA,25,4,9.0,21.0,2
NA*184*NA,3,2,12.0,15.0,1
NA*191*NA,9,3,9.0,15.0,1
NA*195*NA,7,4,12.0,28.0,1
NA*203*NA,1,1,15.0,15.0,1
NA*205*NA,9,3,12.0,21.0,1
NA*206*NA,6,3,9.0,15.0,1
NA*207*NA,1,1,9.0,9.0,1
NA*209*NA,5,2,9.0,12.0,1
NA*212*NA,4,3,9.0,28.0,1
NA*214*NA,1,1,9.0,9.0,1
NA*215*NA,6,3,9.0,21.0,1
NA*216*NA,1,1,12.0,12.0,1
NA*218*NA,3,2,9.0,12.0,1
NA*219*NA,8,4,9.0,21.0,1
NA*220*NA,3,2,9.0,12.0,1
NA*222*NA,2,2,12.0,28.0,1
NA*228*NA,3,2,12.0,15.0,1
NA*230*NA,21,4,9.0,28.0,1
NA*231*NA,2,2,12.0,15.0,1
NA*232*NA,2,1,9.0,9.0,1
NA*233*NA,6,2,12.0,15.0,1
NA*237*NA,4,3,9.0,28.0,1
NA*238*NA,1,1,15.0,15.0,1
NA*240*NA,3,3,12.0,28.0,1
NA*242*NA,2,2,9.0,12.0,1
NA*243*NA,25,5,9.0,28.0,2
NA*245*NA,10,2,12.0,15.0,1
NA*247*NA,4,3,9.0,15.0,1
NA*252*NA,4,2,9.0,12.0,1
NA*255*NA,3,2,9.0,12.0,1
NA*256*NA,21,4,9.0,21.0,1
NA*257*NA,3,2,9.0,21.0,1
NA*261*NA,1,1,9.0,9.0,1
NA*262*NA,2,2,9.0,15.0,1
NA*265*NA,52,4,9.0,21.0,2
NA*267*NA,19,4,9.0,21.0,1
NA*270*NA,1,1,12.0,12.0,1
NA*271*NA,3,1,12.0,12.0,1
NA*274*NA,2,2,9.0,15.0,1
NA*275*NA,17,4,9.0,21.0,1
NA*279*NA,1,1,21.0,21.0,1
NA*283*NA,3,2,9.0,12.0,1
NA*284*NA,27,4,9.0,21.0,1
NA*285*NA,8,3,9.0,15.0,2
NA*286*NA,1,1,12.0,12.0,1
NA*296*NA,3,3,9.0,15.0,1
NA*297*NA,10,3,12.0,28.0,2
NA*300*NA,3,2,12.0,15.0,1
NA*305*NA,6,4,9.0,28.0,1
NA*309*NA,1,1,12.0,12.0,1
NA*312*NA,5,2,12.0,15.0,1
NA*314*NA,2,2,9.0,12.0,1
NA*315*NA,11,4,9.0,28.0,1
NA*316*NA,10,4,9.0,21.0,1
NA*318*NA,1,1,12.0,12.0,1
NA*321*NA,1,1,12.0,12.0,1
NA*323*NA,2,1,15.0,15.0,1
NA*324*NA,2,1,15.0,15.0,1
NA*326*NA,7,3,12.0,28.0,2
NA*329*NA,36,5,9.0,28.0,2
NA*332*NA,3,2,9.0,15.0,1
NA*335*NA,13,3,9.0,15.0,1
NA*336*NA,1,1,15.0,15.0,1
NA*337*NA,1,1,9.0,9.0,1
NA*342*NA,7,3,9.0,15.0,1
NA*343*71,1,1,28.0,28.0,1
NA*343*257,1,1,28.0,28.0,1
NA*343*NA,47,4,12.0,28.0,3
NA*344*NA,6,3,9.0,15.0,1
NA*345*NA,1,1,15.0,15.0,1
NA*348*NA,1,1,9.0,9.0,1
NA*350*NA,2,1,9.0,9.0,1
NA*351*NA,1,1,12.0,12.0,1
NA*357*19,1,1,15.0,15.0,1
NA*357*NA,1,1,12.0,12.0,1
NA*361*NA,6,3,9.0,15.0,1
NA*363*NA,2,2,9.0,15.0,1
NA*364*NA,7,3,9.0,15.0,1
NA*365*NA,23,4,9.0,21.0,2
NA*374*NA,3,3,9.0,15.0,1
NA*376*NA,1,1,21.0,21.0,1
NA*380*NA,1,1,21.0,21.0,1
NA*381*NA,4,3,9.0,15.0,1
NA*383*NA,14,4,12.0,28.0,2
NA*389*NA,5,3,9.0,15.0,1
NA*390*NA,8,4,9.0,28.0,1
NA*393*NA,4,2,12.0,15.0,1
NA*394*NA,3,1,28.0,28.0,2
NA*395*NA,2,2,21.0,28.0,2
NA*401*NA,2,2,9.0,15.0,1
NA*402*NA,4,3,9.0,21.0,1
NA*404*NA,3,3,9.0,15.0,1
NA*405*NA,9,4,9.0,21.0,1
NA*407*NA,10,4,9.0,21.0,1
NA*408*NA,1,1,12.0,12.0,1
NA*409*NA,15,2,15.0,21.0,1
NA*410*NA,1,1,15.0,15.0,1
NA*411*NA,5,3,9.0,28.0,2
NA*412*NA,3,3,9.0,15.0,1
NA*418*NA,2,1,21.0,21.0,1
NA*423*NA,2,1,12.0,12.0,1
NA*424*NA,3,3,9.0,15.0,1
NA*429*NA,10,3,12.0,21.0,1
NA*431*NA,2,1,12.0,12.0,1
NA*434*NA,9,3,9.0,15.0,1
NA*439*NA,1,1,12.0,12.0,1
NA*440*NA,2,1,12.0,12.0,1
NA*443*NA,7,3,9.0,15.0,1
NA*450*NA,1,1,15.0,15.0,1
NA*451*NA,26,4,9.0,21.0,2
NA*454*NA,4,4,9.0,21.0,1
NA*456*NA,2,2,9.0,12.0,1
NA*463*NA,5,3,12.0,28.0,1
NA*466*NA,1,1,12.0,12.0,1
NA*472*NA,3,1,12.0,12.0,1
NA*473*NA,31,4,12.0,28.0,1
NA*476*NA,5,2,12.0,15.0,1
NA*478*NA,1,1,21.0,21.0,1
NA*479*NA,4,3,12.0,28.0,1
NA*480*NA,3,1,12.0,12.0,1
NA*483*NA,4,3,12.0,21.0,1
NA*486*159,1,1,28.0,28.0,1
NA*486*NA,57,4,12.0,28.0,2
NA*488*NA,1,1,28.0,28.0,1
NA*489*NA,3,2,12.0,15.0,1
NA*491*NA,9,4,12.0,28.0,2
NA*494*NA,45,4,12.0,28.0,1
NA*497*NA,5,2,12.0,15.0,1
NA*498*NA,25,4,12.0,28.0,2
NA*500*NA,2,2,15.0,21.0,1
NA*501*NA,8,3,12.0,21.0,1
NA*503*NA,7,3,12.0,28.0,2
NA*504*NA,27,3,12.0,21.0,1
NA*505*NA,5,1,12.0,12.0,1
NA*509*NA,1,1,12.0,12.0,1
NA*514*NA,8,3,12.0,28.0,1
NA*516*97,1,1,21.0,21.0,1
NA*516*NA,8,2,12.0,28.0,1
NA*517*NA,2,2,12.0,15.0,1
NA*519*NA,1,1,21.0,21.0,1
NA*520*NA,3,2,12.0,21.0,1
NA*522*32,2,1,15.0,15.0,1
NA*522*NA,98,4,12.0,28.0,2
NA*523*NA,10,3,15.0,28.0,1
NA*524*NA,5,3,12.0,28.0,1
NA*527*NA,10,3,12.0,21.0,1
NA*529*NA,5,3,12.0,28.0,1
NA*532*NA,1,1,12.0,12.0,1
NA*533*NA,4,3,12.0,28.0,1
NA*534*NA,33,4,12.0,28.0,1
NA*538*NA,3,2,12.0,28.0,1
NA*543*NA,1,1,15.0,15.0,1
NA*544*NA,1,1,12.0,12.0,1
NA*550*NA,3,1,12.0,12.0,1
NA*552*NA,4,2,12.0,15.0,1
NA*556*NA,2,2,12.0,15.0,1
NA*567*NA,3,1,12.0,12.0,1
NA*570*NA,3,2,12.0,21.0,1
NA*575*NA,1,1,12.0,12.0,1
NA*577*NA,5,3,12.0,21.0,1
NA*580*NA,1,1,15.0,15.0,1
NA*582*NA,3,2,12.0,15.0,1
NA*584*NA,1,1,28.0,28.0,1
NA*588*NA,1,1,15.0,15.0,1
NA*593*251,1,1,28.0,28.0,1
NA*593*NA,7,4,12.0,28.0,2
NA*597*NA,1,1,12.0,12.0,1
NA*598*NA,5,3,12.0,21.0,1
NA*601*NA,2,2,21.0,28.0,1
NA*603*NA,5,2,12.0,15.0,1
NA*604*NA,4,2,12.0,15.0,1
NA*605*NA,1,1,12.0,12.0,1
NA*606*NA,2,1,12.0,12.0,1
NA*608*NA,4,2,12.0,15.0,1
NA*609*NA,8,4,12.0,28.0,1
NA*612*NA,7,4,12.0,28.0,2
NA*618*NA,3,2,12.0,21.0,1
NA*619*NA,3,2,12.0,28.0,1
NA*629*59,2,1,21.0,21.0,1
NA*629*NA,3,3,12.0,21.0,1
NA*647*NA,5,4,12.0,28.0,1
NA*648*NA,3,1,12.0,12.0,1
NA*652*NA,2,1,12.0,12.0,1
NA*656*NA,5,3,12.0,21.0,1
NA*657*NA,6,3,12.0,21.0,1
NA*660*NA,3,2,12.0,21.0,2
NA*663*NA,3,2,12.0,21.0,1
NA*664*NA,9,3,12.0,21.0,1
NA*676*NA,7,3,12.0,28.0,2
NA*679*NA,2,2,12.0,15.0,1
NA*680*NA,1,1,21.0,21.0,1
NA*681*NA,2,2,12.0,15.0,1
NA*684*NA,1,1,12.0,12.0,1
NA*691*NA,4,4,12.0,28.0,1
NA*695*NA,2,2,21.0,28.0,2
NA*696*NA,4,2,15.0,21.0,1
NA*702*NA,3,2,12.0,15.0,1
NA*703*NA,3,3,12.0,21.0,1
NA*714*NA,3,3,12.0,28.0,1
NA*729*NA,1,1,21.0,21.0,1
NA*731*NA,1,1,28.0,28.0,1
NA*733*NA,3,2,15.0,21.0,1
NA*742*NA,3,3,15.0,28.0,1
NA*748*NA,2,1,15.0,15.0,1
NA*762*NA,2,1,28.0,28.0,1
NA*766*108,1,1,28.0,28.0,1
NA*766*NA,4,1,28.0,28.0,2
NA*768*NA,1,1,28.0,28.0,1
NA*769*NA,3,1,28.0,28.0,2
NA*771*NA,4,2,21.0,28.0,1
NA*773*NA,1,1,28.0,28.0,1
NA*783*NA,3,1,28.0,28.0,1
NA*784*NA,2,1,28.0,28.0,1
NA*788*NA,3,1,28.0,28.0,1
NA*789*NA,4,1,28.0,28.0,1
NA*792*NA,3,1,28.0,28.0,1
NA*795*NA,2,1,28.0,28.0,1
NA*796*NA,2,1,28.0,28.0,2
NA*2002*NA,3,2,6.0,21.0,1
NA*2003*NA,5,2,9.0,12.0,1
NA*2015*NA,20,4,9.0,21.0,1
NA*2016*NA,1,1,9.0,9.0,1
NA*2019*NA,4,3,9.0,15.0,1
NA*2020*NA,1,1,15.0,15.0,1
NA*2022*NA,4,3,9.0,15.0,1
NA*2023*NA,4,3,6.0,12.0,1
NA*2024*NA,50,5,9.0,28.0,3
NA*2032*NA,2,1,21.0,21.0,1
NA*2037*NA,1,1,9.0,9.0,1
NA*2038*NA,7,3,9.0,15.0,1
NA*2040*NA,1,1,15.0,15.0,1
NA*2042*NA,1,1,28.0,28.0,1
NA*2048*NA,1,1,6.0,6.0,1
NA*2049*NA,4,2,12.0,21.0,1
NA*2052*2162,1,1,28.0,28.0,1
NA*2052*2176,1,1,21.0,21.0,1
NA*2052*2209,2,1,21.0,21.0,1
NA*2052*2269,1,1,28.0,28.0,1
NA*2052*NA,139,4,12.0,28.0,3
NA*2057*NA,1,1,21.0,21.0,1
NA*2059*NA,18,4,9.0,21.0,1
NA*2066*NA,1,1,6.0,6.0,1
NA*2067*NA,1,1,21.0,21.0,1
NA*2071*NA,7,4,9.0,21.0,1
NA*2072*NA,6,4,6.0,28.0,2
NA*2079*NA,1,1,6.0,6.0,1
NA*2083*NA,1,1,12.0,12.0,1
NA*2085*NA,8,3,12.0,21.0,1
NA*2086*NA,1,1,15.0,15.0,1
NA*2088*NA,1,1,12.0,12.0,1
NA*2092*NA,3,3,12.0,21.0,2
NA*2094*NA,2,1,12.0,12.0,2
NA*2095*NA,10,4,9.0,21.0,2
NA*2098*NA,30,6,6.0,28.0,1
NA*2105*2051,2,1,15.0,15.0,1
NA*2105*2052,2,2,15.0,21.0,2
NA*2105*2201,1,1,21.0,21.0,1
NA*2105*NA,152,5,9.0,28.0,3
NA*2114*NA,3,3,9.0,21.0,1
NA*2116*NA,2,1,9.0,9.0,1
NA*2119*NA,3,3,12.0,21.0,1
NA*2120*NA,2,2,6.0,9.0,1
NA*2126*NA,2,2,21.0,28.0,1
NA*2127*NA,1,1,12.0,12.0,1
NA*2131*NA,2,2,12.0,15.0,1
NA*2132*NA,3,3,6.0,12.0,1
NA*2133*NA,4,4,6.0,21.0,1
NA*2137*NA,7,4,9.0,21.0,2
NA*2142*2015,2,1,15.0,15.0,1
NA*2142*NA,24,5,9.0,28.0,1
NA*2143*NA,2,2,15.0,21.0,1
NA*2154*NA,4,4,9.0,21.0,1
NA*2155*NA,3,3,9.0,15.0,1
NA*2157*NA,5,4,9.0,21.0,1
NA*2158*NA,5,3,12.0,28.0,2
NA*2159*NA,50,5,9.0,28.0,1
NA*2160*NA,20,4,9.0,21.0,1
NA*2163*NA,3,3,9.0,21.0,1
NA*2172*NA,3,2,9.0,21.0,2
NA*2173*NA,9,4,9.0,21.0,1
NA*2174*NA,1,1,21.0,21.0,1
NA*2177*NA,1,1,15.0,15.0,1
NA*2179*NA,20,4,9.0,21.0,2
NA*2181*NA,3,2,9.0,15.0,1
NA*2182*NA,4,3,9.0,15.0,1
NA*2185*NA,4,2,9.0,12.0,1
NA*2186*NA,2,2,9.0,12.0,1
NA*2192*NA,69,4,9.0,21.0,1
NA*2194*NA,13,5,9.0,28.0,2
NA*2196*NA,3,2,9.0,15.0,1
NA*2200*NA,1,1,12.0,12.0,1
NA*2201*NA,5,4,9.0,21.0,1
NA*2208*NA,15,4,9.0,21.0,2
NA*2209*NA,2,2,12.0,15.0,1
NA*2212*NA,13,4,9.0,28.0,2
NA*2217*NA,5,2,12.0,15.0,1
NA*2219*NA,3,2,12.0,15.0,1
NA*2225*NA,1,1,12.0,12.0,1
NA*2227*NA,16,5,9.0,28.0,1
NA*2228*NA,1,1,9.0,9.0,1
NA*2229*NA,4,1,9.0,9.0,1
NA*2230*NA,4,3,9.0,21.0,1
NA*2231*NA,5,3,9.0,15.0,1
NA*2233*NA,4,3,9.0,28.0,2
NA*2234*NA,6,3,9.0,15.0,1
NA*2236*NA,12,5,9.0,28.0,1
NA*2238*NA,1,1,15.0,15.0,1
NA*2239*NA,4,2,9.0,15.0,1
NA*2242*NA,7,4,9.0,21.0,1
NA*2243*NA,5,2,9.0,12.0,1
NA*2245*NA,9,3,9.0,15.0,1
NA*2251*NA,15,5,9.0,28.0,1
NA*2257*NA,13,5,9.0,28.0,2
NA*2259*NA,9,4,9.0,21.0,1
NA*2260*NA,22,4,9.0,21.0,1
NA*2261*NA,14,4,9.0,21.0,1
NA*2268*NA,1,1,15.0,15.0,1
NA*2271*NA,2,1,9.0,9.0,1
NA*2280*NA,13,5,9.0,28.0,2
NA*2281*2025,1,1,15.0,15.0,1
NA*2281*2026,2,1,15.0,15.0,1
NA*2281*2040,2,1,15.0,15.0,1
NA*2281*2050,2,1,15.0,15.0,1
NA*2281*2055,1,1,21.0,21.0,1
NA*2281*2071,3,2,21.0,28.0,1
NA*2281*2073,6,2,21.0,28.0,2
NA*2281*2083,2,1,21.0,21.0,1
NA*2281*2085,1,1,21.0,21.0,1
NA*2281*2089,1,1,21.0,21.0,1
NA*2281*2095,6,2,21.0,28.0,2
NA*2281*2114,1,1,21.0,21.0,1
NA*2281*2122,2,1,21.0,21.0,1
NA*2281*2134,14,2,21.0,28.0,2
NA*2281*2140,2,1,21.0,21.0,1
NA*2281*2174,5,2,21.0,28.0,2
NA*2281*2184,1,1,21.0,21.0,1
NA*2281*2189,8,2,21.0,28.0,2
NA*2281*2190,2,2,21.0,28.0,2
NA*2281*2191,2,2,21.0,28.0,1
NA*2281*2201,1,1,28.0,28.0,1
NA*2281*2216,2,2,21.0,28.0,2
NA*2281*2229,1,1,21.0,21.0,1
NA*2281*2232,1,1,28.0,28.0,1
NA*2281*2234,1,1,28.0,28.0,1
NA*2281*2237,1,1,28.0,28.0,1
NA*2281*2243,3,1,28.0,28.0,1
NA*2281*2249,2,1,28.0,28.0,1
NA*2281*2254,1,1,28.0,28.0,1
NA*2281*2259,1,1,28.0,28.0,1
NA*2281*2264,2,1,28.0,28.0,1
NA*2281*2270,4,1,28.0,28.0,2
NA*2281*2271,2,1,28.0,28.0,2
NA*2281*2273,2,1,28.0,28.0,1
NA*2281*2281,2,1,28.0,28.0,1
NA*2281*2287,2,1,28.0,28.0,2
NA*2281*2289,2,1,28.0,28.0,1
NA*2281*2290,4,1,28.0,28.0,2
NA*2281*2293,2,1,28.0,28.0,1
NA*2281*2295,2,1,28.0,28.0,1
NA*2281*2296,3,1,28.0,28.0,2
NA*2281*2300,1,1,28.0,28.0,1
NA*2281*2305,2,1,28.0,28.0,1
NA*2281*2306,2,1,28.0,28.0,2
NA*2281*2309,2,1,28.0,28.0,2
NA*2281*2316,1,1,28.0,28.0,1
NA*2281*NA,2269,4,12.0,28.0,3
NA*2282*NA,6,4,9.0,21.0,1
NA*2286*NA,26,4,9.0,21.0,1
NA*2288*NA,5,2,15.0,21.0,1
NA*2292*NA,11,4,9.0,21.0,1
NA*2297*NA,5,3,9.0,21.0,1
NA*2298*NA,4,2,9.0,12.0,1
NA*2301*NA,7,3,9.0,15.0,1
NA*2313*NA,8,3,9.0,15.0,1
NA*2315*NA,41,5,9.0,28.0,2
NA*2316*NA,3,3,9.0,15.0,1
NA*2317*NA,1,1,9.0,9.0,1
NA*2322*NA,31,5,9.0,28.0,2
NA*2323*2218,2,2,21.0,28.0,2
NA*2323*NA,34,5,9.0,28.0,3
NA*2325*NA,36,5,9.0,28.0,3
NA*2326*NA,7,4,9.0,21.0,1
NA*2327*NA,4,3,9.0,15.0,1
NA*2328*NA,3,2,9.0,12.0,1
NA*2329*NA,16,5,9.0,28.0,2
NA*2330*NA,3,2,9.0,15.0,1
NA*2332*NA,2,1,28.0,28.0,1
NA*2333*NA,3,3,9.0,15.0,1
NA*2336*NA,6,3,9.0,15.0,1
NA*2338*NA,10,3,9.0,15.0,1
NA*2339*NA,11,4,9.0,21.0,1
NA*2344*NA,7,3,9.0,15.0,1
NA*2345*NA,3,3,9.0,15.0,1
NA*2347*NA,10,5,9.0,28.0,1
NA*2354*NA,26,4,12.0,28.0,2
NA*2358*NA,1,1,12.0,12.0,1
NA*2362*NA,1,1,9.0,9.0,1
NA*2366*NA,9,3,12.0,21.0,1
NA*2370*NA,1,1,15.0,15.0,1
NA*2377*NA,4,2,12.0,21.0,2
NA*2378*NA,6,3,9.0,21.0,1
NA*2380*NA,2,2,9.0,12.0,1
NA*2381*NA,3,2,9.0,21.0,1
NA*2382*NA,1,1,9.0,9.0,1
NA*2384*NA,2,2,9.0,15.0,1
NA*2386*NA,1,1,21.0,21.0,1
NA*2387*NA,4,4,9.0,21.0,1
NA*2388*2093,1,1,21.0,21.0,1
NA*2388*2188,1,1,28.0,28.0,1
NA*2388*2205,2,2,21.0,28.0,2
NA*2388*2223,1,1,21.0,21.0,1
NA*2388*2252,1,1,28.0,28.0,1
NA*2388*2280,1,1,28.0,28.0,1
NA*2388*NA,278,5,9.0,28.0,3
NA*2390*NA,6,3,9.0,21.0,1
NA*2391*NA,1,1,15.0,15.0,1
NA*2394*NA,3,2,9.0,21.0,1
NA*2395*NA,3,2,9.0,12.0,1
NA*2396*NA,45,5,9.0,28.0,2
NA*2397*NA,8,4,9.0,28.0,2
NA*2403*NA,6,4,9.0,21.0,1
NA*2404*NA,2,1,21.0,21.0,1
NA*2406*NA,22,4,12.0,28.0,2
NA*2409*NA,7,3,9.0,15.0,1
NA*2419*NA,4,2,9.0,12.0,1
NA*2423*NA,3,3,9.0,15.0,1
NA*2424*NA,3,2,9.0,15.0,1
NA*2425*NA,4,2,9.0,12.0,1
NA*2427*NA,2,2,12.0,15.0,1
NA*2430*NA,3,1,21.0,21.0,1
NA*2432*NA,6,3,12.0,21.0,1
NA*2439*NA,15,5,9.0,28.0,2
NA*2442*NA,1,1,12.0,12.0,1
NA*2443*NA,12,5,9.0,28.0,1
NA*2446*NA,5,3,9.0,15.0,1
NA*2449*NA,2,2,12.0,15.0,1
NA*2451*NA,3,2,9.0,12.0,1
NA*2453*NA,25,4,9.0,21.0,1
NA*2456*NA,9,3,9.0,15.0,1
NA*2458*NA,3,2,9.0,15.0,1
NA*2466*NA,2,2,9.0,15.0,1
NA*2468*NA,5,2,12.0,15.0,1
NA*2470*NA,2,1,15.0,15.0,1
NA*2475*NA,2,2,9.0,12.0,1
NA*2476*NA,8,2,9.0,15.0,1
NA*2477*NA,22,3,15.0,28.0,2
NA*2481*NA,2,2,12.0,15.0,1
NA*2482*NA,4,2,9.0,12.0,1
NA*2487*NA,2,2,9.0,12.0,1
NA*2488*NA,1,1,15.0,15.0,1
NA*2491*NA,1,1,12.0,12.0,1
NA*2492*NA,3,3,9.0,21.0,1
NA*2497*NA,3,3,9.0,21.0,1
NA*2505*NA,16,4,9.0,21.0,1
NA*2507*NA,2,2,12.0,15.0,1
NA*2509*NA,2,2,12.0,21.0,1
NA*2511*NA,2,2,12.0,15.0,1
NA*2513*NA,1,1,12.0,12.0,1
NA*2521*NA,3,3,9.0,15.0,1
NA*2524*NA,1,1,15.0,15.0,1
NA*2525*NA,13,3,12.0,21.0,1
NA*2527*NA,2,1,15.0,15.0,1
NA*2528*NA,1,1,21.0,21.0,1
NA*2530*NA,3,2,9.0,21.0,1
NA*2532*NA,3,1,21.0,21.0,1
NA*2538*2014,2,1,15.0,15.0,1
NA*2538*NA,112,4,12.0,28.0,3
NA*2540*NA,15,4,12.0,28.0,1
NA*2542*NA,3,2,12.0,15.0,1
NA*2543*NA,43,4,12.0,28.0,2
NA*2545*NA,4,1,15.0,15.0,1
NA*2547*NA,24,4,12.0,28.0,2
NA*2548*NA,4,3,12.0,21.0,2
NA*2551*NA,5,2,12.0,21.0,1
NA*2553*NA,15,3,12.0,21.0,1
NA*2558*2105,2,1,21.0,21.0,1
NA*2558*NA,46,4,12.0,28.0,2
NA*2560*NA,5,2,12.0,21.0,1
NA*2561*NA,10,3,12.0,28.0,2
NA*2562*NA,3,2,12.0,15.0,1
NA*2563*NA,6,2,12.0,21.0,1
NA*2565*NA,36,3,12.0,21.0,2
NA*2569*NA,8,3,12.0,21.0,1
NA*2570*NA,3,2,12.0,21.0,1
NA*2572*NA,3,2,12.0,15.0,1
NA*2573*NA,1,1,12.0,12.0,1
NA*2576*NA,7,2,12.0,21.0,1
NA*2579*NA,2,1,15.0,15.0,1
NA*2580*NA,15,3,12.0,21.0,1
NA*2585*NA,3,1,12.0,12.0,1
NA*2586*NA,2,1,28.0,28.0,2
NA*2588*NA,6,3,12.0,21.0,1
NA*2589*NA,1,1,21.0,21.0,1
NA*2591*NA,2,2,12.0,15.0,1
NA*2594*NA,1,1,12.0,12.0,1
NA*2595*NA,17,4,12.0,28.0,1
NA*2598*NA,5,2,12.0,15.0,1
NA*2601*NA,21,4,12.0,28.0,1
NA*2610*NA,4,2,12.0,15.0,1
NA*2612*NA,1,1,21.0,21.0,1
NA*2613*NA,1,1,21.0,21.0,1
NA*2614*NA,1,1,15.0,15.0,1
NA*2617*NA,2,1,28.0,28.0,1
NA*2618*NA,35,4,12.0,28.0,2
NA*2619*NA,7,3,12.0,21.0,1
NA*2620*NA,7,3,12.0,21.0,1
NA*2621*NA,2,2,21.0,28.0,1
NA*2622*NA,4,2,12.0,15.0,1
NA*2624*NA,2,2,12.0,21.0,1
NA*2627*NA,4,2,12.0,15.0,1
NA*2628*NA,12,3,12.0,21.0,1
NA*2638*NA,6,3,12.0,28.0,2
NA*2640*NA,2,1,21.0,21.0,1
NA*2642*NA,8,4,12.0,28.0,1
NA*2645*NA,4,2,12.0,15.0,1
NA*2646*NA,21,3,12.0,21.0,1
NA*2651*NA,1,1,15.0,15.0,1
NA*2654*NA,1,1,15.0,15.0,1
NA*2655*NA,3,2,12.0,28.0,2
NA*2661*NA,1,1,12.0,12.0,1
NA*2663*NA,4,2,12.0,15.0,1
NA*2664*NA,3,2,12.0,15.0,1
NA*2665*NA,2,1,15.0,15.0,1
NA*2666*NA,6,2,12.0,15.0,1
NA*2667*NA,3,1,21.0,21.0,2
NA*2669*NA,4,2,12.0,15.0,1
NA*2671*NA,2,1,12.0,12.0,1
NA*2677*NA,1,1,12.0,12.0,1
NA*2680*NA,4,2,12.0,15.0,1
NA*2683*NA,2,2,15.0,21.0,1
NA*2687*NA,6,3,12.0,28.0,1
NA*2688*NA,7,3,12.0,21.0,1
NA*2691*NA,12,4,12.0,28.0,2
NA*2692*NA,3,2,12.0,21.0,2
NA*2694*NA,12,4,12.0,28.0,2
NA*2697*NA,1,1,12.0,12.0,1
NA*2711*NA,3,2,12.0,21.0,1
NA*2717*NA,3,2,15.0,28.0,2
NA*2718*NA,3,3,12.0,28.0,1
NA*2725*NA,3,2,12.0,21.0,1
NA*2729*NA,20,3,12.0,28.0,3
NA*2730*NA,1,1,12.0,12.0,1
NA*2731*NA,7,3,12.0,28.0,2
NA*2737*NA,1,1,21.0,21.0,1
NA*2741*NA,2,2,12.0,21.0,1
NA*2742*NA,2,2,15.0,21.0,2
NA*2745*NA,1,1,28.0,28.0,1
NA*2751*NA,1,1,15.0,15.0,1
NA*2752*NA,1,1,28.0,28.0,1
NA*2755*NA,4,2,12.0,15.0,1
NA*2759*NA,7,3,12.0,21.0,1
NA*2767*NA,4,2,12.0,21.0,1
NA*2770*NA,16,4,12.0,28.0,2
NA*2771*NA,3,2,12.0,15.0,1
NA*2772*NA,3,3,12.0,28.0,2
NA*2775*NA,3,1,15.0,15.0,1
NA*2776*2004,1,1,15.0,15.0,1
NA*2776*NA,2,2,15.0,21.0,1
NA*2777*NA,1,1,15.0,15.0,1
NA*2781*NA,11,3,15.0,28.0,2
NA*2785*NA,1,1,28.0,28.0,1
NA*2789*NA,3,2,15.0,21.0,1
NA*2792*2213,1,1,28.0,28.0,1
NA*2792*NA,9,2,21.0,28.0,2
NA*2799*NA,1,1,15.0,15.0,1
NA*2804*2110,1,1,21.0,21.0,1
NA*2804*2172,1,1,21.0,21.0,1
NA*2804*NA,1,1,15.0,15.0,1
NA*2805*NA,3,2,15.0,28.0,2
NA*2807*NA,3,2,15.0,21.0,1
NA*2826*NA,3,2,15.0,21.0,1
NA*2831*NA,2,2,21.0,28.0,2
NA*2832*NA,2,1,21.0,21.0,1
NA*2838*NA,16,2,15.0,21.0,1
NA*2845*NA,4,2,15.0,21.0,1
NA*2863*NA,3,3,15.0,28.0,2
NA*2864*NA,1,1,21.0,21.0,1
NA*2866*NA,5,3,15.0,28.0,3
NA*2867*NA,2,1,21.0,21.0,1
NA*2868*2089,1,1,28.0,28.0,1
NA*2868*2184,1,1,21.0,21.0,1
NA*2868*2191,1,1,21.0,21.0,1
NA*2868*2229,1,1,28.0,28.0,1
NA*2868*2273,1,1,28.0,28.0,1
NA*2868*NA,28,2,21.0,28.0,3
NA*2870*2073,1,1,21.0,21.0,1
NA*2870*2174,1,1,28.0,28.0,1
NA*2870*NA,43,2,21.0,28.0,3
NA*2872*2055,1,1,28.0,28.0,1
NA*2872*2073,1,1,28.0,28.0,1
NA*2872*2153,1,1,28.0,28.0,1
NA*2872*2257,1,1,28.0,28.0,1
NA*2872*2259,1,1,28.0,28.0,1
NA*2872*NA,112,2,21.0,28.0,3
NA*2874*NA,5,1,21.0,21.0,1
NA*2875*2091,1,1,28.0,28.0,1
NA*2875*NA,3,2,21.0,28.0,2
NA*2876*2236,1,1,28.0,28.0,1
NA*2876*NA,11,2,21.0,28.0,2
NA*2878*2169,2,1,21.0,21.0,1
NA*2878*2244,1,1,28.0,28.0,1
NA*2878*NA,8,2,21.0,28.0,2
NA*2879*NA,9,2,21.0,28.0,2
NA*2880*NA,9,2,21.0,28.0,2
NA*2881*NA,3,2,21.0,28.0,1
NA*2888*NA,12,2,21.0,28.0,2
NA*2889*NA,5,2,21.0,28.0,1
NA*2895*NA,3,1,21.0,21.0,1
NA*2899*NA,1,1,21.0,21.0,1
NA*2901*NA,3,1,21.0,21.0,1
