dataset,permutation,random_gene_score,random_activation_effect,random_receiver_priming_effect,random_ge_observed,observed_score,observed_activation_effect,observed_receiver_priming_effect
E5_zebrafish_Farrell,0,-0.023570094955685104,-0.023577912182225696,-0.09688667825847014,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,1,-0.010102068918209965,-0.010452557365598317,-0.04631206391076709,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,2,-0.00966839087447676,-0.010220282618386221,-0.04758710127023921,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,3,-0.0177193338330441,-0.01772507280946764,-0.08363710947379432,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,4,-0.018357929161873815,-0.018375735004471157,-0.09383858925764446,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,5,-0.006060423240579919,-0.006091270053921724,-0.0465196177235607,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,6,-0.014362653978528187,-0.014467144713663754,-0.06848678307670455,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,7,-0.01262145867551259,-0.012828583865122749,-0.04284107041552673,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,8,-0.018140476571310647,-0.01813482546552557,-0.06367644332296435,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,9,0.0013781730936993934,0.0011568121206439186,-0.030117495085330293,True,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,10,-0.010504456843966876,-0.010497036109501555,-0.04925243457985637,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,11,-0.01379607869101882,-0.01382467341992167,-0.08334083752499816,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,12,-0.008531890988526676,-0.008525576034411009,-0.04421284111243942,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,13,-0.009672463316487615,-0.009666172905892056,-0.04818877919382053,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
E5_zebrafish_Farrell,14,-0.011120548089523329,-0.011148285271602946,-0.05666234847954105,False,-0.003259717094186704,-0.003447606280879048,-0.031141414436647502
