seed,variant,step,time,local_velocity_alignment_A,branch_cohesion_C,lineage_separation_S,fate_entropy_H,branch_imbalance_B,local_density_mean,local_density_var,n_agents,per_lineage_counts
42,M9_full_memory,0,14.25,0.5746538639068604,0.903071330410386,17.335505980778947,0.1454558958135815,0.01,0.3354138851913627,0.1177731294970717,900,"{""erythroid"": 304, ""mesoderm_muscle"": 295, ""neural"": 301}"
42,M9_full_memory,1,14.5,0.6118581295013428,0.8958331600903351,17.24832217672759,0.1526744873400515,0.0254041570438799,0.3400431746488692,0.1156035457886659,866,"{""erythroid"": 284, ""mesoderm_muscle"": 280, ""neural"": 302}"
42,M9_full_memory,2,14.75,0.6534134745597839,0.8937679391157716,17.156497346380316,0.1551012797827181,0.031578947368421,0.3486670071577545,0.1150211343612831,855,"{""erythroid"": 286, ""mesoderm_muscle"": 271, ""neural"": 298}"
42,M9_full_memory,3,15.0,0.6973717212677002,0.89011375408593,17.106109361501517,0.1629896396457637,0.0200235571260306,0.3501936182399165,0.1150280272521463,849,"{""erythroid"": 280, ""mesoderm_muscle"": 276, ""neural"": 293}"
99,M7_ot_swarm_birth_death_diffusion,0,14.25,0.5845918655395508,0.9013662727407318,17.3488725235906,0.1461829763545159,0.0077777777777777,0.3288704627818518,0.1198666945336303,900,"{""erythroid"": 301, ""mesoderm_muscle"": 296, ""neural"": 303}"
99,M7_ot_swarm_birth_death_diffusion,1,14.5,0.6272166967391968,0.8983220678334769,17.40254791008965,0.1403126781261112,0.0269360269360269,0.3363649927595856,0.1168907015625658,891,"{""erythroid"": 303, ""mesoderm_muscle"": 282, ""neural"": 306}"
99,M7_ot_swarm_birth_death_diffusion,2,14.75,0.6717482805252075,0.893423856223437,17.35642250313274,0.1458111441958439,0.031973539140022,0.3376512576348615,0.1094008298087693,907,"{""erythroid"": 300, ""mesoderm_muscle"": 289, ""neural"": 318}"
99,M7_ot_swarm_birth_death_diffusion,3,15.0,0.7101229429244995,0.8889472260987941,17.344724317711034,0.1474543782503832,0.0444964871194379,0.3533017932154692,0.1123899253123532,854,"{""erythroid"": 288, ""mesoderm_muscle"": 264, ""neural"": 302}"
99,M8_ot_swarm_birth_death_diffusion_cci,0,14.25,0.5845909118652344,0.9013662727407318,17.3488725235906,0.1461829763545159,0.0077777777777777,0.3288704627818518,0.1198666945336303,900,"{""erythroid"": 301, ""mesoderm_muscle"": 296, ""neural"": 303}"
99,M8_ot_swarm_birth_death_diffusion_cci,1,14.5,0.6272161602973938,0.898322271624223,17.402544876259103,0.1403126781261112,0.0269360269360269,0.3363651672859447,0.1168905943641358,891,"{""erythroid"": 303, ""mesoderm_muscle"": 282, ""neural"": 306}"
99,M8_ot_swarm_birth_death_diffusion_cci,2,14.75,0.6717479228973389,0.8934245081503744,17.356412937182448,0.1458111441958439,0.031973539140022,0.3376519047718498,0.1094004591104099,907,"{""erythroid"": 300, ""mesoderm_muscle"": 289, ""neural"": 318}"
99,M8_ot_swarm_birth_death_diffusion_cci,3,15.0,0.7101225256919861,0.8889479300882275,17.344704676331826,0.1474543782503832,0.0444964871194379,0.3533023502222461,0.1123895721923688,854,"{""erythroid"": 288, ""mesoderm_muscle"": 264, ""neural"": 302}"
99,M9_full_memory,0,14.25,0.5787224173545837,0.9013662727407318,17.3488725235906,0.1461829763545159,0.0077777777777777,0.3288704627818518,0.1198666945336303,900,"{""erythroid"": 301, ""mesoderm_muscle"": 296, ""neural"": 303}"
99,M9_full_memory,1,14.5,0.6224491000175476,0.8983053418165269,17.4086380899164,0.1403126781261112,0.0269360269360269,0.3364044653891567,0.1168594833148656,891,"{""erythroid"": 303, ""mesoderm_muscle"": 282, ""neural"": 306}"
99,M9_full_memory,2,14.75,0.6683423519134521,0.8933901297725203,17.36698519182071,0.1458111441958439,0.031973539140022,0.3373325726794384,0.1092825625885877,907,"{""erythroid"": 300, ""mesoderm_muscle"": 289, ""neural"": 318}"
99,M9_full_memory,3,15.0,0.7079617977142334,0.8888616638124607,17.358314846047804,0.1474543782503832,0.0444964871194379,0.3539736184246003,0.1123151657575878,854,"{""erythroid"": 288, ""mesoderm_muscle"": 264, ""neural"": 302}"
